date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,sentiment,clean_review
,Review title 103,Works fine but there is room for improvement.,3,user103,171,8,Google Play,es,Germany,4.2.1,No,Neutral,work fine room improvement
,Review title 292,"Great experience, smooth performance and useful features.",4,user292,24,7,Google Play,ja,Kenya,4.2.1,No,Positive,great experience smooth performance useful feature
,Review title 443,"Highly satisfied, the app works exactly as expected.",4,user443,100,8,Amazon,pt,UK,2.1.4,Yes,Positive,highly satisfied app work exactly expected
,Review title 124,"Not bad, but updates are needed for better performance.",3,user124,178,9,Google Play,en,Nepal,4.2.1,Yes,Neutral,bad update needed better performance
,Review title 198,"Decent app, neither too good nor too bad.",3,user198,144,8,Amazon,ja,Poland,3.5.6,No,Neutral,decent app neither good bad
,Review title 221,The app is okay and does its job reasonably well.,3,user221,167,10,Amazon,ar,Qatar,1.2.3,Yes,Neutral,app okay job reasonably well
,Review title 95,"Very disappointing experience, the app crashes often.",2,user95,132,7,Amazon,hi,Kenya,2.1.4,Yes,Negative,disappointing experience app crash often
,Review title 345,"Very disappointing experience, the app crashes often.",1,user345,0,7,App Store,en,Kenya,5.0.3,No,Negative,disappointing experience app crash often
,Review title 359,"Highly satisfied, the app works exactly as expected.",4,user359,60,8,Website,ar,India,3.5.6,No,Positive,highly satisfied app work exactly expected
2025-02-02,Review title 128,"Not bad, but updates are needed for better performance.",3,user128,185,9,Amazon,de,UK,1.2.3,No,Neutral,bad update needed better performance
2025-01-09,Review title 437,"Waste of time, does not meet expectations.",1,user437,65,7,Website,de,Qatar,1.2.3,No,Negative,waste time meet expectation
,Review title 379,"Very disappointing experience, the app crashes often.",1,user379,60,7,Google Play,hi,India,2.1.4,No,Negative,disappointing experience app crash often
,Review title 473,"Average experience, some features could be improved.",3,user473,106,7,Amazon,en,India,5.0.3,Yes,Neutral,average experience feature could improved
,Review title 400,Very reliable and worth using regularly.,4,user400,6,6,Flipkart,ja,Italy,2.1.4,Yes,Positive,reliable worth using regularly
,Review title 91,"Waste of time, does not meet expectations.",2,user91,26,7,Amazon,en,Poland,1.2.3,No,Negative,waste time meet expectation
2025-01-02,Review title 328,Amazing quality and user-friendly interface.,4,user328,67,5,Website,es,India,4.2.1,Yes,Positive,amazing quality userfriendly interface
,Review title 321,"Not bad, but updates are needed for better performance.",3,user321,153,9,App Store,fr,USA,2.1.4,Yes,Neutral,bad update needed better performance
,Review title 495,Very reliable and worth using regularly.,4,user495,26,6,App Store,ja,Qatar,5.0.3,Yes,Positive,reliable worth using regularly
,Review title 447,Works fine but there is room for improvement.,3,user447,132,8,Website,de,Nepal,3.5.6,Yes,Neutral,work fine room improvement
2025-03-03,Review title 358,"Terrible experience, needs major improvements.",2,user358,146,5,Flipkart,ar,France,5.0.3,No,Negative,terrible experience need major improvement
,Review title 160,Poor performance and not user-friendly.,1,user160,6,5,Google Play,ja,USA,2.1.4,No,Negative,poor performance userfriendly
2024-06-05,Review title 295,"Great experience, smooth performance and useful features.",5,user295,124,7,Google Play,es,UK,2.1.4,No,Positive,great experience smooth performance useful feature
2024-09-06,Review title 303,"Great experience, smooth performance and useful features.",4,user303,90,7,Website,es,Qatar,3.5.6,Yes,Positive,great experience smooth performance useful feature
,Review title 304,"Decent app, neither too good nor too bad.",3,user304,89,8,Amazon,pt,India,3.5.6,No,Neutral,decent app neither good bad
,Review title 354,"Very disappointing experience, the app crashes often.",2,user354,198,7,Google Play,ja,Kenya,3.5.6,No,Negative,disappointing experience app crash often
2024-02-02,Review title 326,"Very disappointing experience, the app crashes often.",1,user326,57,7,Flipkart,de,Poland,1.2.3,Yes,Negative,disappointing experience app crash often
,Review title 494,"Terrible experience, needs major improvements.",1,user494,50,5,Google Play,zh,India,4.2.1,Yes,Negative,terrible experience need major improvement
2024-01-06,Review title 260,Works fine but there is room for improvement.,3,user260,100,8,Amazon,ar,Germany,2.1.4,No,Neutral,work fine room improvement
,Review title 430,Works fine but there is room for improvement.,3,user430,166,8,App Store,es,France,5.0.3,No,Neutral,work fine room improvement
,Review title 247,Poor performance and not user-friendly.,2,user247,187,5,Flipkart,fr,Germany,1.2.3,Yes,Negative,poor performance userfriendly
2024-03-02,Review title 313,Very reliable and worth using regularly.,4,user313,164,6,Flipkart,en,Poland,3.5.6,No,Positive,reliable worth using regularly
,Review title 258,Works fine but there is room for improvement.,3,user258,95,8,Google Play,zh,Italy,4.2.1,Yes,Neutral,work fine room improvement
2024-02-04,Review title 140,"Waste of time, does not meet expectations.",1,user140,107,7,Website,zh,USA,4.2.1,Yes,Negative,waste time meet expectation
2024-06-02,Review title 15,Works fine but there is room for improvement.,3,user15,78,8,Flipkart,hi,USA,3.5.6,Yes,Neutral,work fine room improvement
2025-05-03,Review title 96,Very reliable and worth using regularly.,4,user96,170,6,Flipkart,pt,India,1.2.3,No,Positive,reliable worth using regularly
2024-09-08,Review title 279,"Excellent app, very easy to use and extremely helpful.",5,user279,15,9,App Store,ja,Poland,1.2.3,No,Positive,excellent app easy use extremely helpful
,Review title 195,"Not bad, but updates are needed for better performance.",3,user195,143,9,Google Play,fr,Kenya,2.1.4,No,Neutral,bad update needed better performance
,Review title 221,The app is okay and does its job reasonably well.,3,user221,167,10,Amazon,ar,Qatar,1.2.3,Yes,Neutral,app okay job reasonably well
,Review title 323,Amazing quality and user-friendly interface.,4,user323,143,5,Google Play,ja,Kenya,2.1.4,Yes,Positive,amazing quality userfriendly interface
,Review title 290,"Decent app, neither too good nor too bad.",3,user290,182,8,Website,zh,Qatar,5.0.3,Yes,Neutral,decent app neither good bad
,Review title 98,Very reliable and worth using regularly.,4,user98,71,6,Amazon,pt,Qatar,5.0.3,No,Positive,reliable worth using regularly
,Review title 414,"Highly satisfied, the app works exactly as expected.",5,user414,154,8,Amazon,ar,Poland,3.5.6,Yes,Positive,highly satisfied app work exactly expected
,Review title 165,Very reliable and worth using regularly.,5,user165,17,6,App Store,de,Germany,4.2.1,No,Positive,reliable worth using regularly
,Review title 43,"Waste of time, does not meet expectations.",1,user43,105,7,Flipkart,hi,USA,4.2.1,Yes,Negative,waste time meet expectation
,Review title 217,"Excellent app, very easy to use and extremely helpful.",4,user217,134,9,Flipkart,es,UK,4.2.1,Yes,Positive,excellent app easy use extremely helpful
,Review title 151,"Not satisfied, many bugs and issues.",2,user151,49,6,Website,ja,Nepal,3.5.6,No,Negative,satisfied many bug issue
,Review title 468,"Highly satisfied, the app works exactly as expected.",4,user468,1,8,Amazon,en,Nepal,1.2.3,Yes,Positive,highly satisfied app work exactly expected
,Review title 111,"Terrible experience, needs major improvements.",2,user111,174,5,Amazon,hi,Italy,4.2.1,No,Negative,terrible experience need major improvement
2024-05-08,Review title 375,Amazing quality and user-friendly interface.,5,user375,169,5,Website,hi,India,3.5.6,Yes,Positive,amazing quality userfriendly interface
,Review title 30,Very reliable and worth using regularly.,5,user30,127,6,Google Play,hi,Kenya,3.5.6,No,Positive,reliable worth using regularly
,Review title 79,"Highly satisfied, the app works exactly as expected.",5,user79,107,8,Google Play,es,USA,4.2.1,No,Positive,highly satisfied app work exactly expected
,Review title 69,"Highly satisfied, the app works exactly as expected.",4,user69,120,8,Website,de,India,2.1.4,Yes,Positive,highly satisfied app work exactly expected
,Review title 415,Amazing quality and user-friendly interface.,4,user415,78,5,Amazon,ja,Poland,3.5.6,No,Positive,amazing quality userfriendly interface
,Review title 340,Very reliable and worth using regularly.,5,user340,26,6,Website,fr,Germany,3.5.6,Yes,Positive,reliable worth using regularly
,Review title 484,"Not satisfied, many bugs and issues.",2,user484,80,6,App Store,hi,Nepal,3.5.6,Yes,Negative,satisfied many bug issue
,Review title 410,Works fine but there is room for improvement.,3,user410,134,8,App Store,hi,UK,4.2.1,No,Neutral,work fine room improvement
,Review title 360,"Not bad, but updates are needed for better performance.",3,user360,188,9,Google Play,zh,Qatar,1.2.3,No,Neutral,bad update needed better performance
,Review title 411,Poor performance and not user-friendly.,2,user411,107,5,Flipkart,ar,UK,2.1.4,Yes,Negative,poor performance userfriendly
,Review title 488,"Decent app, neither too good nor too bad.",3,user488,28,8,Flipkart,hi,Qatar,4.2.1,No,Neutral,decent app neither good bad
,Review title 252,"Highly satisfied, the app works exactly as expected.",4,user252,75,8,Flipkart,ar,India,4.2.1,No,Positive,highly satisfied app work exactly expected
2024-07-03,Review title 120,Very reliable and worth using regularly.,4,user120,200,6,Flipkart,de,Poland,4.2.1,No,Positive,reliable worth using regularly
,Review title 144,"Waste of time, does not meet expectations.",2,user144,78,7,App Store,ar,Germany,3.5.6,No,Negative,waste time meet expectation
2024-08-02,Review title 253,The app is okay and does its job reasonably well.,3,user253,108,10,Amazon,en,Kenya,4.2.1,No,Neutral,app okay job reasonably well
,Review title 398,"Very disappointing experience, the app crashes often.",2,user398,197,7,Flipkart,pt,Nepal,1.2.3,Yes,Negative,disappointing experience app crash often
2024-03-07,Review title 428,"Decent app, neither too good nor too bad.",3,user428,69,8,Google Play,ja,Nepal,4.2.1,No,Neutral,decent app neither good bad
,Review title 440,"Highly satisfied, the app works exactly as expected.",5,user440,84,8,App Store,de,UK,3.5.6,Yes,Positive,highly satisfied app work exactly expected
,Review title 438,"Decent app, neither too good nor too bad.",3,user438,192,8,Website,de,UK,1.2.3,No,Neutral,decent app neither good bad
2025-03-03,Review title 130,The app is okay and does its job reasonably well.,3,user130,193,10,Amazon,hi,Germany,3.5.6,No,Neutral,app okay job reasonably well
2024-02-07,Review title 92,"Highly satisfied, the app works exactly as expected.",5,user92,160,8,Website,fr,Kenya,5.0.3,Yes,Positive,highly satisfied app work exactly expected
,Review title 11,Works fine but there is room for improvement.,3,user11,190,8,Flipkart,en,France,1.2.3,No,Neutral,work fine room improvement
2024-04-06,Review title 372,The app is okay and does its job reasonably well.,3,user372,184,10,Amazon,de,USA,2.1.4,Yes,Neutral,app okay job reasonably well
2025-03-06,Review title 482,"Waste of time, does not meet expectations.",1,user482,144,7,Flipkart,en,Germany,4.2.1,Yes,Negative,waste time meet expectation
,Review title 449,"Not satisfied, many bugs and issues.",2,user449,120,6,Flipkart,en,Italy,4.2.1,No,Negative,satisfied many bug issue
,Review title 484,"Not satisfied, many bugs and issues.",2,user484,80,6,App Store,hi,Nepal,3.5.6,Yes,Negative,satisfied many bug issue
2025-04-02,Review title 185,"Waste of time, does not meet expectations.",2,user185,36,7,Amazon,ja,India,2.1.4,No,Negative,waste time meet expectation
,Review title 247,Poor performance and not user-friendly.,2,user247,187,5,Flipkart,fr,Germany,1.2.3,Yes,Negative,poor performance userfriendly
,Review title 43,"Waste of time, does not meet expectations.",1,user43,105,7,Flipkart,hi,USA,4.2.1,Yes,Negative,waste time meet expectation
2024-06-04,Review title 397,"Terrible experience, needs major improvements.",1,user397,83,5,Flipkart,ja,Qatar,5.0.3,Yes,Negative,terrible experience need major improvement
,Review title 10,"Great experience, smooth performance and useful features.",5,user10,27,7,Flipkart,en,Nepal,3.5.6,Yes,Positive,great experience smooth performance useful feature
,Review title 240,Poor performance and not user-friendly.,1,user240,190,5,Website,ar,Germany,5.0.3,No,Negative,poor performance userfriendly
,Review title 438,"Decent app, neither too good nor too bad.",3,user438,192,8,Website,de,UK,1.2.3,No,Neutral,decent app neither good bad
,Review title 290,"Decent app, neither too good nor too bad.",3,user290,182,8,Website,zh,Qatar,5.0.3,Yes,Neutral,decent app neither good bad
,Review title 87,"Average experience, some features could be improved.",3,user87,187,7,Amazon,pt,USA,5.0.3,No,Neutral,average experience feature could improved
,Review title 264,Very reliable and worth using regularly.,5,user264,128,6,Website,de,Germany,5.0.3,Yes,Positive,reliable worth using regularly
2024-03-07,Review title 67,"Very disappointing experience, the app crashes often.",1,user67,44,7,Flipkart,fr,USA,3.5.6,Yes,Negative,disappointing experience app crash often
,Review title 480,Works fine but there is room for improvement.,3,user480,142,8,Amazon,ja,Kenya,5.0.3,Yes,Neutral,work fine room improvement
,Review title 136,"Average experience, some features could be improved.",3,user136,69,7,App Store,pt,France,1.2.3,No,Neutral,average experience feature could improved
,Review title 447,Works fine but there is room for improvement.,3,user447,132,8,Website,de,Nepal,3.5.6,Yes,Neutral,work fine room improvement
2024-01-09,Review title 265,"Very disappointing experience, the app crashes often.",2,user265,125,7,Website,ja,France,4.2.1,Yes,Negative,disappointing experience app crash often
2025-02-05,Review title 472,"Terrible experience, needs major improvements.",2,user472,10,5,App Store,en,India,4.2.1,No,Negative,terrible experience need major improvement
,Review title 417,"Great experience, smooth performance and useful features.",5,user417,118,7,Flipkart,ja,Poland,5.0.3,Yes,Positive,great experience smooth performance useful feature
,Review title 261,Amazing quality and user-friendly interface.,5,user261,145,5,Google Play,ja,Italy,1.2.3,Yes,Positive,amazing quality userfriendly interface
,Review title 82,"Terrible experience, needs major improvements.",2,user82,50,5,App Store,hi,India,1.2.3,Yes,Negative,terrible experience need major improvement
,Review title 399,"Waste of time, does not meet expectations.",1,user399,36,7,Amazon,de,Poland,5.0.3,Yes,Negative,waste time meet expectation
,Review title 153,"Highly satisfied, the app works exactly as expected.",4,user153,163,8,App Store,de,Qatar,5.0.3,Yes,Positive,highly satisfied app work exactly expected
,Review title 77,"Average experience, some features could be improved.",3,user77,139,7,Flipkart,zh,Poland,3.5.6,Yes,Neutral,average experience feature could improved
,Review title 110,"Great experience, smooth performance and useful features.",4,user110,3,7,Amazon,hi,Qatar,3.5.6,No,Positive,great experience smooth performance useful feature
,Review title 75,Very reliable and worth using regularly.,5,user75,60,6,Flipkart,ar,Poland,5.0.3,No,Positive,reliable worth using regularly
,Review title 87,"Average experience, some features could be improved.",3,user87,187,7,Amazon,pt,USA,5.0.3,No,Neutral,average experience feature could improved
,Review title 211,"Terrible experience, needs major improvements.",1,user211,132,5,Flipkart,en,UK,1.2.3,Yes,Negative,terrible experience need major improvement
,Review title 256,"Waste of time, does not meet expectations.",1,user256,53,7,Google Play,en,Poland,1.2.3,Yes,Negative,waste time meet expectation
,Review title 272,"Not satisfied, many bugs and issues.",1,user272,161,6,App Store,fr,Kenya,3.5.6,Yes,Negative,satisfied many bug issue
2024-06-04,Review title 324,Very reliable and worth using regularly.,4,user324,89,6,Website,fr,India,2.1.4,Yes,Positive,reliable worth using regularly
2024-03-02,Review title 65,"Great experience, smooth performance and useful features.",4,user65,189,7,Google Play,hi,Germany,4.2.1,No,Positive,great experience smooth performance useful feature
,Review title 136,"Average experience, some features could be improved.",3,user136,69,7,App Store,pt,France,1.2.3,No,Neutral,average experience feature could improved
2024-04-03,Review title 109,The app is okay and does its job reasonably well.,3,user109,90,10,Google Play,zh,UK,5.0.3,No,Neutral,app okay job reasonably well
,Review title 239,"Terrible experience, needs major improvements.",2,user239,5,5,App Store,de,India,2.1.4,No,Negative,terrible experience need major improvement
,Review title 258,Works fine but there is room for improvement.,3,user258,95,8,Google Play,zh,Italy,4.2.1,Yes,Neutral,work fine room improvement
2024-07-03,Review title 242,Poor performance and not user-friendly.,1,user242,94,5,Amazon,fr,Germany,5.0.3,No,Negative,poor performance userfriendly
,Review title 484,"Not satisfied, many bugs and issues.",2,user484,80,6,App Store,hi,Nepal,3.5.6,Yes,Negative,satisfied many bug issue
,Review title 115,"Waste of time, does not meet expectations.",2,user115,75,7,Amazon,ja,Poland,2.1.4,No,Negative,waste time meet expectation
,Review title 224,"Not bad, but updates are needed for better performance.",3,user224,116,9,Amazon,ja,Poland,1.2.3,No,Neutral,bad update needed better performance
,Review title 144,"Waste of time, does not meet expectations.",2,user144,78,7,App Store,ar,Germany,3.5.6,No,Negative,waste time meet expectation
,Review title 258,Works fine but there is room for improvement.,3,user258,95,8,Google Play,zh,Italy,4.2.1,Yes,Neutral,work fine room improvement
,Review title 331,"Great experience, smooth performance and useful features.",5,user331,101,7,Google Play,en,Kenya,4.2.1,No,Positive,great experience smooth performance useful feature
,Review title 156,"Excellent app, very easy to use and extremely helpful.",5,user156,186,9,Google Play,pt,Germany,5.0.3,No,Positive,excellent app easy use extremely helpful
,Review title 360,"Not bad, but updates are needed for better performance.",3,user360,188,9,Google Play,zh,Qatar,1.2.3,No,Neutral,bad update needed better performance
2024-03-02,Review title 316,Very reliable and worth using regularly.,5,user316,188,6,App Store,ja,Italy,3.5.6,No,Positive,reliable worth using regularly
,Review title 289,The app is okay and does its job reasonably well.,3,user289,26,10,Website,hi,Poland,4.2.1,Yes,Neutral,app okay job reasonably well
2024-01-06,Review title 260,Works fine but there is room for improvement.,3,user260,100,8,Amazon,ar,Germany,2.1.4,No,Neutral,work fine room improvement
,Review title 162,"Highly satisfied, the app works exactly as expected.",4,user162,148,8,Flipkart,fr,Kenya,2.1.4,Yes,Positive,highly satisfied app work exactly expected
,Review title 39,"Great experience, smooth performance and useful features.",4,user39,20,7,Flipkart,zh,USA,2.1.4,No,Positive,great experience smooth performance useful feature
,Review title 370,Amazing quality and user-friendly interface.,4,user370,88,5,Google Play,fr,India,2.1.4,No,Positive,amazing quality userfriendly interface
2025-05-09,Review title 90,"Highly satisfied, the app works exactly as expected.",5,user90,83,8,Amazon,es,UK,1.2.3,No,Positive,highly satisfied app work exactly expected
,Review title 445,"Not bad, but updates are needed for better performance.",3,user445,55,9,App Store,ja,Kenya,1.2.3,Yes,Neutral,bad update needed better performance
2025-01-09,Review title 355,Poor performance and not user-friendly.,1,user355,188,5,Amazon,fr,Kenya,5.0.3,Yes,Negative,poor performance userfriendly
,Review title 474,"Highly satisfied, the app works exactly as expected.",4,user474,135,8,Website,fr,USA,4.2.1,Yes,Positive,highly satisfied app work exactly expected
,Review title 364,"Terrible experience, needs major improvements.",2,user364,166,5,Google Play,de,Kenya,1.2.3,No,Negative,terrible experience need major improvement
,Review title 126,"Excellent app, very easy to use and extremely helpful.",4,user126,106,9,Google Play,zh,Italy,2.1.4,No,Positive,excellent app easy use extremely helpful
,Review title 388,Poor performance and not user-friendly.,2,user388,50,5,Flipkart,es,UK,4.2.1,No,Negative,poor performance userfriendly
2024-09-06,Review title 346,"Very disappointing experience, the app crashes often.",2,user346,105,7,Website,pt,Qatar,3.5.6,Yes,Negative,disappointing experience app crash often
2024-05-04,Review title 367,"Waste of time, does not meet expectations.",1,user367,50,7,Website,zh,India,3.5.6,No,Negative,waste time meet expectation
,Review title 224,"Not bad, but updates are needed for better performance.",3,user224,116,9,Amazon,ja,Poland,1.2.3,No,Neutral,bad update needed better performance
2025-01-03,Review title 20,"Decent app, neither too good nor too bad.",3,user20,55,8,App Store,pt,UK,3.5.6,Yes,Neutral,decent app neither good bad
,Review title 124,"Not bad, but updates are needed for better performance.",3,user124,178,9,Google Play,en,Nepal,4.2.1,Yes,Neutral,bad update needed better performance
,Review title 143,Poor performance and not user-friendly.,1,user143,8,5,Google Play,en,Nepal,2.1.4,No,Negative,poor performance userfriendly
,Review title 462,"Not satisfied, many bugs and issues.",1,user462,6,6,Flipkart,ja,Poland,1.2.3,Yes,Negative,satisfied many bug issue
,Review title 378,Amazing quality and user-friendly interface.,5,user378,128,5,Amazon,en,India,4.2.1,Yes,Positive,amazing quality userfriendly interface
2025-03-03,Review title 223,The app is okay and does its job reasonably well.,3,user223,119,10,Website,hi,India,4.2.1,No,Neutral,app okay job reasonably well
2025-01-03,Review title 20,"Decent app, neither too good nor too bad.",3,user20,55,8,App Store,pt,UK,3.5.6,Yes,Neutral,decent app neither good bad
,Review title 276,Amazing quality and user-friendly interface.,4,user276,118,5,Google Play,fr,UK,2.1.4,No,Positive,amazing quality userfriendly interface
,Review title 168,"Very disappointing experience, the app crashes often.",2,user168,44,7,Website,de,Kenya,3.5.6,Yes,Negative,disappointing experience app crash often
2024-03-09,Review title 7,"Highly satisfied, the app works exactly as expected.",4,user7,186,8,Google Play,fr,Qatar,2.1.4,No,Positive,highly satisfied app work exactly expected
,Review title 486,Works fine but there is room for improvement.,3,user486,121,8,Website,zh,Italy,5.0.3,Yes,Neutral,work fine room improvement
,Review title 206,"Great experience, smooth performance and useful features.",5,user206,159,7,Flipkart,zh,Kenya,1.2.3,Yes,Positive,great experience smooth performance useful feature
2025-02-01,Review title 186,"Not satisfied, many bugs and issues.",1,user186,139,6,Website,hi,Kenya,2.1.4,No,Negative,satisfied many bug issue
,Review title 78,Very reliable and worth using regularly.,5,user78,79,6,Google Play,en,Qatar,4.2.1,No,Positive,reliable worth using regularly
2024-07-02,Review title 192,"Average experience, some features could be improved.",3,user192,177,7,App Store,zh,France,1.2.3,Yes,Neutral,average experience feature could improved
2025-03-03,Review title 130,The app is okay and does its job reasonably well.,3,user130,193,10,Amazon,hi,Germany,3.5.6,No,Neutral,app okay job reasonably well
2025-03-07,Review title 61,"Average experience, some features could be improved.",3,user61,100,7,Flipkart,zh,France,2.1.4,No,Neutral,average experience feature could improved
2024-03-03,Review title 470,"Terrible experience, needs major improvements.",1,user470,106,5,Google Play,en,India,1.2.3,Yes,Negative,terrible experience need major improvement
,Review title 231,"Great experience, smooth performance and useful features.",5,user231,97,7,Google Play,zh,Poland,2.1.4,No,Positive,great experience smooth performance useful feature
,Review title 89,"Terrible experience, needs major improvements.",2,user89,144,5,Flipkart,ar,USA,4.2.1,Yes,Negative,terrible experience need major improvement
,Review title 461,"Very disappointing experience, the app crashes often.",1,user461,151,7,Website,pt,USA,1.2.3,No,Negative,disappointing experience app crash often
,Review title 296,Poor performance and not user-friendly.,2,user296,59,5,App Store,pt,India,4.2.1,No,Negative,poor performance userfriendly
,Review title 35,Very reliable and worth using regularly.,4,user35,65,6,Amazon,de,UK,1.2.3,No,Positive,reliable worth using regularly
2024-05-05,Review title 6,"Waste of time, does not meet expectations.",2,user6,156,7,App Store,en,Nepal,3.5.6,No,Negative,waste time meet expectation
,Review title 404,"Waste of time, does not meet expectations.",1,user404,114,7,Flipkart,de,France,3.5.6,Yes,Negative,waste time meet expectation
,Review title 371,Poor performance and not user-friendly.,1,user371,5,5,Website,hi,India,1.2.3,No,Negative,poor performance userfriendly
,Review title 406,"Excellent app, very easy to use and extremely helpful.",5,user406,184,9,App Store,pt,UK,5.0.3,Yes,Positive,excellent app easy use extremely helpful
,Review title 122,"Not bad, but updates are needed for better performance.",3,user122,26,9,App Store,ar,Poland,1.2.3,Yes,Neutral,bad update needed better performance
2025-03-07,Review title 61,"Average experience, some features could be improved.",3,user61,100,7,Flipkart,zh,France,2.1.4,No,Neutral,average experience feature could improved
2025-04-01,Review title 413,The app is okay and does its job reasonably well.,3,user413,80,10,Flipkart,pt,Kenya,1.2.3,Yes,Neutral,app okay job reasonably well
,Review title 103,Works fine but there is room for improvement.,3,user103,171,8,Google Play,es,Germany,4.2.1,No,Neutral,work fine room improvement
,Review title 171,"Terrible experience, needs major improvements.",2,user171,135,5,Flipkart,zh,UK,2.1.4,No,Negative,terrible experience need major improvement
,Review title 52,The app is okay and does its job reasonably well.,3,user52,185,10,Google Play,fr,Kenya,3.5.6,No,Neutral,app okay job reasonably well
2025-05-08,Review title 477,"Highly satisfied, the app works exactly as expected.",5,user477,196,8,Website,ar,Germany,1.2.3,No,Positive,highly satisfied app work exactly expected
,Review title 488,"Decent app, neither too good nor too bad.",3,user488,28,8,Flipkart,hi,Qatar,4.2.1,No,Neutral,decent app neither good bad
,Review title 52,The app is okay and does its job reasonably well.,3,user52,185,10,Google Play,fr,Kenya,3.5.6,No,Neutral,app okay job reasonably well
,Review title 145,Very reliable and worth using regularly.,5,user145,186,6,Amazon,ar,Nepal,5.0.3,No,Positive,reliable worth using regularly
,Review title 218,"Average experience, some features could be improved.",3,user218,135,7,Google Play,ar,France,2.1.4,Yes,Neutral,average experience feature could improved
2024-02-09,Review title 33,"Average experience, some features could be improved.",3,user33,164,7,Amazon,hi,Germany,4.2.1,Yes,Neutral,average experience feature could improved
,Review title 239,"Terrible experience, needs major improvements.",2,user239,5,5,App Store,de,India,2.1.4,No,Negative,terrible experience need major improvement
,Review title 51,"Highly satisfied, the app works exactly as expected.",4,user51,41,8,App Store,fr,India,4.2.1,Yes,Positive,highly satisfied app work exactly expected
,Review title 102,"Waste of time, does not meet expectations.",2,user102,175,7,App Store,zh,Germany,1.2.3,No,Negative,waste time meet expectation
2024-02-09,Review title 33,"Average experience, some features could be improved.",3,user33,164,7,Amazon,hi,Germany,4.2.1,Yes,Neutral,average experience feature could improved
,Review title 376,"Highly satisfied, the app works exactly as expected.",5,user376,110,8,App Store,en,Germany,3.5.6,No,Positive,highly satisfied app work exactly expected
,Review title 5,"Not satisfied, many bugs and issues.",2,user5,139,6,Website,ar,Kenya,2.1.4,No,Negative,satisfied many bug issue
,Review title 479,Amazing quality and user-friendly interface.,5,user479,3,5,Flipkart,hi,UK,4.2.1,No,Positive,amazing quality userfriendly interface
,Review title 4,Poor performance and not user-friendly.,1,user4,96,5,Amazon,es,Qatar,2.1.4,Yes,Negative,poor performance userfriendly
,Review title 476,The app is okay and does its job reasonably well.,3,user476,106,10,Website,de,Qatar,2.1.4,No,Neutral,app okay job reasonably well
2024-09-02,Review title 50,Works fine but there is room for improvement.,3,user50,119,8,Amazon,de,Poland,5.0.3,Yes,Neutral,work fine room improvement
2024-02-07,Review title 121,"Waste of time, does not meet expectations.",1,user121,115,7,Website,ja,Kenya,4.2.1,No,Negative,waste time meet expectation
,Review title 384,"Not satisfied, many bugs and issues.",1,user384,121,6,Website,zh,USA,2.1.4,No,Negative,satisfied many bug issue
2025-01-08,Review title 319,"Highly satisfied, the app works exactly as expected.",5,user319,117,8,Flipkart,en,Germany,1.2.3,No,Positive,highly satisfied app work exactly expected
,Review title 262,"Excellent app, very easy to use and extremely helpful.",5,user262,60,9,Flipkart,fr,Italy,4.2.1,Yes,Positive,excellent app easy use extremely helpful
,Review title 226,"Terrible experience, needs major improvements.",2,user226,150,5,Google Play,en,USA,5.0.3,No,Negative,terrible experience need major improvement
,Review title 220,"Highly satisfied, the app works exactly as expected.",4,user220,163,8,Flipkart,en,Germany,2.1.4,Yes,Positive,highly satisfied app work exactly expected
2024-09-02,Review title 50,Works fine but there is room for improvement.,3,user50,119,8,Amazon,de,Poland,5.0.3,Yes,Neutral,work fine room improvement
,Review title 107,"Terrible experience, needs major improvements.",2,user107,77,5,Google Play,en,India,3.5.6,Yes,Negative,terrible experience need major improvement
2024-01-09,Review title 275,Poor performance and not user-friendly.,1,user275,182,5,App Store,es,Poland,4.2.1,No,Negative,poor performance userfriendly
,Review title 289,The app is okay and does its job reasonably well.,3,user289,26,10,Website,hi,Poland,4.2.1,Yes,Neutral,app okay job reasonably well
,Review title 305,Very reliable and worth using regularly.,4,user305,44,6,Flipkart,de,USA,5.0.3,Yes,Positive,reliable worth using regularly
2024-03-01,Review title 47,Amazing quality and user-friendly interface.,4,user47,86,5,Website,ar,Poland,5.0.3,No,Positive,amazing quality userfriendly interface
,Review title 181,"Highly satisfied, the app works exactly as expected.",4,user181,143,8,App Store,es,Qatar,1.2.3,Yes,Positive,highly satisfied app work exactly expected
,Review title 278,Very reliable and worth using regularly.,5,user278,82,6,Flipkart,pt,Italy,1.2.3,Yes,Positive,reliable worth using regularly
2024-01-09,Review title 275,Poor performance and not user-friendly.,1,user275,182,5,App Store,es,Poland,4.2.1,No,Negative,poor performance userfriendly
,Review title 195,"Not bad, but updates are needed for better performance.",3,user195,143,9,Google Play,fr,Kenya,2.1.4,No,Neutral,bad update needed better performance
2024-09-07,Review title 271,Amazing quality and user-friendly interface.,5,user271,195,5,Google Play,ar,Nepal,2.1.4,Yes,Positive,amazing quality userfriendly interface
